heart_rate,hrv_rmssd,hrv_sdnn,label
72.66417352281226,48.668455142145376,46.93269563232047,0
155.4578313253012,158.97226611459365,72.41298071331059,0
69.0,84.88311665528185,69.12842942254593,0
72.3828072531901,50.661655688668425,38.665602302923425,0
72.13849287169045,56.702095047966175,119.78226502850016,0
70.26745040411461,69.42072852510958,61.20850605564224,0
58.140760507004664,81.57506611709942,89.4130079931388,0
63.71352431712192,40.780786922655835,55.24612576134343,0
55.84988962472406,76.54117284994888,52.25170867876909,0
69.79310344827587,34.144997058551766,20.75513958539539,0
58.42403781228899,51.48103480748298,43.482186829182126,0
74.56348470806302,102.05489713326524,96.54164670172906,0
72.65641025641025,117.05767881368156,82.7341516775415,0
60.84588804422943,83.68012611676421,62.029423039790736,0
79.0625,218.73462076263493,142.14602328602032,0
65.71428571428571,60.37649136964215,78.29014238074087,0
56.33603238866396,41.3150806373007,29.59577474951341,0
48.07600950118765,170.93526280499617,145.19640588448766,0
71.26760563380283,47.34482665047572,36.80652397003334,0
90.2654097171864,43.79775000293152,30.32135824219909,0
54.72096128170894,69.1033419858923,83.39174568072674,0
60.72,125.44490196533155,111.7955385275174,0
58.22745625841184,82.67391566542248,64.48555821406377,0
64.79916025192442,86.7186768957428,110.51886934831391,0
65.76939203354297,77.01538346995328,50.84526171513555,0
52.640322580645154,60.376491369642174,60.23404697272131,0
89.29411764705881,42.25474180433588,24.998242372872568,0
50.25636672325977,71.8623986471391,79.14228440399162,0
61.85220994475139,78.00429897754391,71.42188252068127,0
125.39999999999998,228.77148029229696,142.7394782476259,0
71.74881836596894,32.621495159314534,35.12212657274757,0
82.75877520537715,86.83144936696877,65.16746976740744,0
48.688524590163944,162.63384910081055,133.9186558971046,0
112.31026252983294,212.444209441332,124.53515692540896,0
61.19764011799411,104.14743861506084,86.95630798249056,0
66.31048387096774,37.30155353394634,26.96235850093686,0
70.6046511627907,47.829120118852074,55.27781180176115,0
75.7932489451477,61.19540659498655,40.33673870230318,0
51.72600834492352,52.84089840183335,68.9482476288073,0
57.71863117870723,85.25256404751649,88.1165881802686,0
76.76495726495726,42.82500702655822,56.36706589699778,0
115.45217391304354,214.5955772519509,163.03219710067734,0
70.10843373493977,36.18782240472767,35.49735552461398,0
62.743999999999986,71.74846101859792,66.15387872534923,0
82.5,139.49011098657326,118.1811572152257,0
60.3111111111111,101.03808050824928,95.75972873427018,0
55.35483870967741,103.37309747527289,100.57601038019511,0
58.47641509433962,87.16859123757244,56.44222210062403,0
72.89830508474576,42.41449565127745,33.85310341446416,0
76.46407927332781,90.76055293075882,65.53072963012004,0
57.460426703372335,44.35443539025944,82.46007295662847,0
80.85937500000001,101.94853452267564,63.42967057360991,0
62.82777036048065,53.79647047803496,55.53304026618026,0
63.79853235490327,53.36086435762233,64.60613921503735,0
67.51212938005392,46.76742911541195,46.788896837045385,0
70.85816876122084,81.28433912551425,70.76778237949152,0
56.14660390047075,94.85556023915316,72.67243021319207,0
52.98027314112292,77.6269174752542,75.18351213001326,0
63.852380952380955,49.22528451203472,55.17673596269348,0
69.89352517985611,64.80917384850635,78.57711921229702,0
55.93969849246231,69.65121299264908,62.83042921324364,0
84.4693548387097,59.64220047547208,103.37112936662226,0
49.60108917631042,39.94396463556612,42.49362927351999,0
56.59210526315789,99.96041439719048,137.0788465285624,0
64.23131170662907,86.52124859396372,53.50181951053216,0
98.73170731707316,91.6365463981789,71.08445933763912,0
58.45714285714286,97.48780360308793,125.9887219383973,0
79.89473684210525,46.37533382933211,54.445630966102335,0
48.0121130551817,57.1000093687443,52.55907826759649,0
81.77777777777779,41.47874039518206,33.56412613493833,0
82.99373695198328,48.06062281458164,33.55678652845457,0
62.71848739495798,77.26669781707521,71.22051645998461,0
63.9264705882353,54.064554499844945,54.07958325995346,0
63.420485175202145,42.9418558304436,30.010461037714716,0
66.48921832884096,50.86773785072627,73.88701820168579,0
79.08538350217079,88.76557188620009,93.31163205955032,0
114.30722891566263,258.9288383821188,172.6580662904151,0
57.4564723694171,76.87324023490298,106.67251203864112,0
67.97014925373135,50.236277415197016,55.614740765331874,0
59.29687499999999,48.256418879369974,78.18424876153303,0
80.63279445727483,162.0071267345391,137.73820181827722,0
62.021433355659745,69.59216150853368,60.98422116686295,0
67.35153583617748,61.192426903854134,44.43618341488622,0
55.2,54.29271302319723,44.19106674900768,0
80.63745019920319,42.42155943609641,33.5241016871292,0
56.53829936753337,77.08950477134431,57.66091962138175,0
76.04081632653062,147.53905327187792,91.58537443781027,0
65.45790554414785,116.94595098180731,112.64786755087522,0
60.720000000000006,30.443003329541853,36.796416452619134,0
61.00468854655057,56.603874339488705,83.5641011057604,0
63.38204592901879,77.72269409092293,56.557660163060014,0
55.29857142857142,54.45313811966654,36.97391441331954,0
73.748987854251,31.467088484245572,22.58120751120239,0
103.26530612244898,241.6406968505432,199.63409168655164,0
124.93827160493828,234.56222373763177,142.38852709917035,0
60.15682967959528,78.03132281309486,56.024149188281825,0
75.10344827586208,68.27622458493072,62.50134447550485,0
57.283018867924525,124.42177285792874,94.77927911685218,0
83.68759571209802,142.3160153712994,163.5408571865284,0
81.28372739916551,39.52569169960475,43.41127151966733,0
54.261551874455094,142.02744697477206,98.56821003467662,0
61.491660047656865,45.76156037478029,32.73457658210169,0
70.06153846153846,43.13874753610663,34.092171659200325,0
122.57142857142856,173.41826852553604,131.12714291789496,0
58.66666666666667,86.46749198821881,117.64704446433456,0
73.70086139389194,77.04975766647402,57.87323328719298,0
62.77830508474576,40.17905318043985,56.13013108976282,0
59.54920212765957,61.62756924921042,44.48839744324782,0
91.6794425087108,93.37935544958393,90.53602432336768,0
79.21861777150917,45.877431743030705,32.50747581391506,0
63.50199203187251,37.22759485058385,90.38364166040256,0
86.39024390243902,206.95251382213831,189.68466439571796,0
66.54246575342465,65.44976548622004,63.223734644613266,0
71.96444444444445,66.33568313662241,59.583730707472,0
60.63914780292942,40.19003556500475,46.18853265601612,0
57.474387527839646,97.4741756162172,135.38579696695425,0
53.9009083402147,131.57414154643448,101.5541571441061,0
61.42574257425743,75.86697684262438,56.01396320097233,0
66.61436170212767,46.2506460804048,58.59180648525574,0
52.4956772334294,87.79094202349239,88.68848496598325,0
51.38862234407129,82.85108337012167,112.46659012552172,0
66.08979591836734,76.50066415547366,77.48218669744166,0
100.59036144578312,312.60299588452335,192.9899136210984,0
67.37110481586402,38.08790955175616,38.11376400176488,0
90.79435483870968,70.5045521751656,41.04585019100588,0
59.83357664233577,82.09292522275662,106.0302676751973,0
111.10220440881766,231.21133482709416,137.79483264259338,0
72.1034241788959,86.8425212502297,66.53631203126716,0
70.09523809523809,74.7471607322113,75.00082995681947,0
70.52399086062454,95.33955559771184,122.00630202749608,0
76.01345291479818,41.92332694781902,45.28308905054685,0
61.081967213114766,38.69347867085224,35.19489175866293,0
63.20536344389557,58.99889958090508,57.52796795344948,0
68.72027027027029,28.369192196255828,32.558892635352755,0
75.109375,37.975056238360594,47.25532220345556,0
76.47067669172932,73.37477958770864,61.55718228185042,0
68.6978102189781,136.68309566038488,122.69398672670567,0
66.87224669603523,64.35727939779129,46.26363601074949,0
65.63679245283019,36.358348261177824,29.244685518326673,0
80.8099730458221,31.327823079099492,33.0820538446321,0
55.54890219560878,83.84665389563804,111.80939661965512,0
84.95136575616256,60.42842814601554,37.9802135925505,0
64.68175765645806,49.04503753357943,41.318499712642605,0
72.72469635627533,41.184827845986376,31.766058270193405,0
69.37096774193549,62.215145552402674,65.55625287082856,0
62.063002680965155,47.595235489297686,33.24241647996028,0
81.70899915895711,55.65630908844329,44.633353421824744,0
44.01822700911351,83.53553351329307,85.75288766378152,0
64.55282392026578,44.54040868134475,40.133778139525575,0
68.21327967806842,30.770709255396103,20.874055823201104,0
73.35302013422819,54.09736663765935,51.71965618495335,0
50.56413890857547,67.69556036187157,53.769632034802065,0
86.3481228668942,46.91902571757311,63.285557500791896,0
84.15351812366738,67.50296947272462,183.9213589925176,0
54.33308984660336,100.26432133228948,92.23327698797056,0
65.42222222222223,45.36785542327853,39.636509361956605,0
65.40375260597636,77.38695734170439,53.66087086961356,0
76.41632653061224,86.89661369086248,61.756258659522,0
75.3206106870229,132.0812757296668,95.37480779177938,0
57.11060948081264,79.25697902184429,46.82752006203915,0
67.89776357827476,305.3130494402231,123.74142857600862,0
69.04828551434571,56.99606222370303,43.01547992417727,0
75.9,68.8397917133762,45.29845748440202,0
82.40119760479041,31.637375075076047,32.62836177696918,0
81.04312114989733,38.20338604578107,25.84372149589541,0
69.10648148148148,105.38687161586988,89.11791598213111,0
79.72462739531582,66.50408662342878,68.9028949898515,0
55.842342342342334,93.96956944143196,108.22302060981475,0
77.32439678284183,38.457231934983994,28.561535714054468,0
80.39581881533101,36.17924200806773,45.775454443533896,0
68.8381548084441,69.50896702391047,96.37787360434946,0
121.76470588235291,198.0233209466458,130.98591327153167,0
65.17564402810305,59.94367939961695,45.01749123497181,0
68.47224080267559,82.34712942904449,65.11344795742544,0
